id,subject,content,problem
232603,jenkins old failure,Hola Desde hace un poco nos esta dando este fallo en el jenkins antiguo no DCIP. http ci-mca-multi- .hi.inet view MOBILE daily job mobile-paytvapp-daily-build console stderr ERROR Your account is suspended. Please check with your installation administrator. fatal Could not read from remote repository. Se supone que el usuario era contint y tiene permisos en el repositorio. Por favor podrias revisarlo Gracias,integration-dcip-github
232602,PDIHUB Suspension del usuario martagm,Buenas tardes Solicito la reanudacion de la cuenta martagm en pdihub. Ver adjunto el mail con la solicitud del Lider de Iniciativa Pedro Baigorri. Gracias. Un saludo M Marta Garcia Moreno BigData B B Product Portfolio LUCA - Telefonica Data Driven Decisions. Mobile,unsuspend
232596,PDIHUB Suspension del usuario vamc,Ya he vuelto de vacaciones me reactivas la cuenta Gracias de antemano Victor. El ago a las epgtid.es escribio Victor Your user vamc has been marked as dormant Users are considered dormant if theyve existed for longer than a month havent generated any activity within the last month and are not Site Admins. Activity is defined as commenting on issues or pull requests creating issues pull requests repositories making any commits on any repositories or owning any repositories that have been pushed to recently. Check vamc public activity https pdihub.hi.inet vamc tab activity If there is any reason that implies that the user should be maintained regardless of the activity performed please mail EPG Admins mailto epgtid.es,unsuspend
232589,PDIHUB Suspension del usuario orestes,Estoy de vacaciones y me ha llegado el mensaje de inactividad de github. Vuelvo esta semana. Podeis activar la cuenta -- Eres de los que va rapido o de los que tienen prisa,unsuspend
232587,PDIHUB Suspension del usuario sis,Buenos dias. Desde esta mañana no puedo acceder a pdiHub no se exactamente porque otros servicios como jira me funcionan correctamente. Un saludo Sergio Ibañez Sanahuja Email sibanezfull-on-net.com skype sergio Este correo y sus archivos asociados son privados y confidenciales y va dirigido exclusivamente a su destinatario. Si recibe este correo sin ser el destinatario del mismo le rogamos proceda a su eliminacion y lo ponga en conocimiento del emisor. La difusion por cualquier medio del contenido de este correo podria ser sancionada conforme lo previsto a las leyes españolas. No se autoriza la utilizacion con fines comerciales o para su incorporacion a ficheros automatizados de las direcciones del emisor o del destinatario. Con el fin de contribuir a preservar el medio ambiente por favor no imprima este correo electronico salvo que sea necesario gracias.,unsuspend
232581,PDIHUB Suspension del usuario iamp,Buenas He estado de vacaciones y al volver veo que no puedo acceder al git me pone que tengo la cuenta suspendida. Por favor podriais volver a activarmela. Cuenta iamp Muchas gracias. Un saludo Ivan A. Martin Perez https ipmcdn.avast.com images icons icon-envelope-tick-green-avg-v .png http www.avg.com email-signatureutm medium email utm source link utm campaign sig-email utm content emailclient Libre de virus. www.avg.com http www.avg.com email-signatureutm medium email utm source link utm campaign sig-email utm content emailclient Antes de imprimir piensa en el Medio Ambiente Confidencialidad Este correo electronico y en su caso cualquier documento anexo al mismo puede contener informacion confidencial o de datos de caracter personal dirigida a su destinatario o destinatarios. Queda prohibida su divulgacion copia o distribucion a terceros sin la previa autorizacion escrita del remitente. Si Ud. recibe este correo electronico y cualquier documento anejo al mismo por error no debe divulgarlo copiarlo ni entregarlo a terceros. En el supuesto de que usted no fuera el destinatario le rogamos que lo indique a la direccion electronica del remitente y no comunique su contenido a terceros procediendo a su destruccion. Las opiniones conclusiones y demas informacion incluidas en este correo y en su caso en cualquier documento anejo al mismo que no esten relacionadas con asuntos estrictamente profesionales de AUBAY SPAIN S.A.U se entenderan como no respaldadas por la entidad siendo de la exclusiva responsabilidad del remitente. El remitente no garantiza la integridad rapidez o seguridad del presente correo ni se responsabiliza de posibles perjuicios derivados de su captura incorporaciones de virus o cualesquiera otras manipulaciones efectuadas por terceros.,unsuspend
232573,PDIHUB Suspension del usuario josemll,Hola He recibido un mail de aviso por inactividad durante un mes de mi cuenta en pdihub. No la he usado pero esto no significa que no lo necesite pues soy el unico desarrollador de un proyecto y hay periodos en los que no hay cambios. Se podria por favor reactivar mi cuenta Gracias y un saludo Jose,unsuspend
232571,Undeliverable PDIHUB SCM Inactivity Policy,http products.office.com en-us CMSImages Office Logo Orange.pngversion b d a - a b- e a- e -ef fee Your message to dalbuerneairon.es couldnt be delivered. dalbuerne wasnt found at airon.es. epg Office dalbuerne Action Required Recipient Unknown To address How to Fix It The address may be misspelled or may not exist. Try one or more of the following Send the message again following these steps In Outlook open this non-delivery report NDR and choose Send Again from the Report ribbon. In Outlook on the web select this NDR then select the link To send this message again click here. Then delete and retype the entire recipient address. If prompted with an Auto-Complete List suggestion dont select it. After typing the complete address click Send. Contact the recipient by phone for example to check that the address is correct. The recipient may have set up email forwarding to an incorrect address. Ask them to check that any forwarding theyve set up is working correctly. Clear the recipient Auto-Complete List in Outlook or Outlook on the web by following the steps in this article Fix email delivery issues for error code . . in Office http go.microsoft.com fwlink LinkId and then send the message again. Retype the entire recipient address before selecting Send. Was this helpful Send feedback to Microsoft http go.microsoft.com fwlink LinkId . More Info for Email Admins Status code . . Typically this error occurs because the recipient email address is incorrect or doesnt exist at the destination domain. This can usually be fixed by the sender. However sometimes the issue needs to be fixed by the recipient or the recipients email admin. If the steps in the How to Fix It section above dont fix the problem and youre the email admin for the recipient try one or more of the following The email address exists and is correct - Confirm that the recipient address exists is correct and is accepting messages. Synchronize your directories - If you have a hybrid environment and are using directory synchronization make sure the recipients email address is synced correctly in both Office and in your on-premises directory. Errant forwarding rule - Check for forwarding rules that arent behaving as expected. A forwarding rule can be configured by an admin via mail flow rules or mailbox forwarding address settings or by the recipient via the Inbox Rules feature. Mail flow settings and MX records are not correct - Misconfigured mail flow settings or MX records can cause this error. Check your Office mail flow settings to make sure your domain and any mail flow connectors are set up correctly. Also work with your domain registrar to make sure the MX records for your domain are configured correctly. Mail loop detected - This error also indicates that the receiving organizations email settings are misconfigured creating a mail loop when a message is sent to an address that isnt found in their directory. This usually wont disrupt mail flow for recipients that actually exist but the recipients email admin should fix the misconfiguration to reduce the chance of any other mail flow issues. A common cause for this loop is that the recipients domain is configured as Internal Relay when it should be Authoritative. Another common cause for the loop is that both the sender and recipient are part of the same organization but the senders mailbox is hosted by Office while the recipients mailbox is hosted on-premises and an outbound connector from Office to the on-premises email servers is missing or misconfigured. To fix this the recipients email admin should create a correctly configured outbound connector in Office to route the message to the on-premises mailbox. For more information and tips to fix this problem see Fix email delivery issues for error code . . in Office http go.microsoft.com fwlink LinkId . Original Messa,
232557,JIRA Problemas accediendo al proyecto ARRIS,Jose Manuel los usuarios tienen acceso al JIRA de ARRIS. El problema debe estar en otro sitio. Saludos Monica De JOSE MANUEL ESCARTIN VILLELLAS Enviado el lunes de agosto de Para epgtid.es CC MONICA FERNANDEZ PEREZ monica.fernandezpereztelefonica.com Milton Soares Filho Milton.SFilhotelefonica.com Asunto Problemas accediendo a JIRA Hola Nos han reportado que los siguientes usuarios tienen problemas accediendo a JIRA deberian tambien tener permiso en el projecto ARRIS De parte de Arris los seguintes usuarios son necesarios . Luis.Diasarris.com mailto Luis.Diasarris.com . Bruno.Silvaarris.com mailto Bruno.Silvaarris.com . Murali.Jayaramanarris.com mailto Murali.Jayaramanarris.com . Thatiane.Almeidaarris.com mailto Thatiane.Almeidaarris.com . Paulo.Bragaarris.com mailto Paulo.Bragaarris.com Podeis comprobar si todos ellos estan bien creados Y de ser necesario enviad un reseteo de password a cada uno Gracias y un saludo,
232551,Problemas accediendo a JIRA,Hola Nos han reportado que los siguientes usuarios tienen problemas accediendo a JIRA deberian tambien tener permiso en el projecto ARRIS De parte de Arris los seguintes usuarios son necesarios . Luis.Diasarris.com mailto Luis.Diasarris.com . Bruno.Silvaarris.com mailto Bruno.Silvaarris.com . Murali.Jayaramanarris.com mailto Murali.Jayaramanarris.com . Thatiane.Almeidaarris.com mailto Thatiane.Almeidaarris.com . Paulo.Bragaarris.com mailto Paulo.Bragaarris.com Podeis comprobar si todos ellos estan bien creados Y de ser necesario enviad un reseteo de password a cada uno Gracias y un saludo,add-jira-user
232550,PDIHUB Suspension del usuario martagm,Buenos dias Necesito que me reactiven el usuario de pdihub martagm Muchas gracias y un saludo M Marta Garcia Moreno BigData B B Product Portfolio LUCA - Telefonica Data Driven Decisions. Mobile,unsuspend
232532,Maquina dev-video-openplat- .hi.inet,Hola No conseguimos acceder a dev-video-openplat- .hi.inet Parece que esta caida podeis volverla a levantar Gracias y un saludo Cristian,restart-VM
232530,Artifactory Acceso al repo IPP para el usuario ama,Hola Necesitaria por favor que se le diera acceso al Repositorio IPP misc-ipp de artifactory al usuario ama Gracias Saludos David. David Gutierrez Fernandez Telefonica I D Technical Product Manager M C Avenida del Conocimiento Edificio I D Armilla. Granada,artifactory-add-user-grupo
232461,cuenta suspendida en pdihub,Hola Me podeis reactivar mi cuenta en pdihub Saludos Ã scar,unsuspend
232457,Pdihub Alta rco y dag,Hola Necesito de manera urgente tener al usuario Daniel Alburne con acceso a Pdihub me lo podeis facilitar por favor Saludos Kike -- Enric Escorihuela Navarro Gvp.tools and Gvp.tecnologia Video Delivery Telefonica Global Resources enrictid.es mailto enrictid.es enric.escorihuelanavarrotelefonica.com Skype kikeworking Diagonal PlaÃ�a Ernest Lluch i Marti Barcelona Movil . . Telf . . .,add-pdihub-user
232444,Acceso a GitHub Telefonica,Hola Necesitamos que Pedro en copia tenga acceso a la organizacion GitHub telefonica en concreto dentro del team https github.com orgs Telefonica teams p-apis members. Su usuario de GitHub es pejema. Gracias David,add-github-user
232434,problema al lanzar un job en un docker,Hola Al lanzar un job https dcip.hi.inet view All job p-antifraud job p-antifraud-devops job ci job -build Se me queda en la fase pendingâ Todos los nodos etiquetados como p-devops-tools https dcip.hi.inet label p-devops-tools estan fuera de linea Ese docker ya esta subido a dockerhub.hi.inet dcip p-devops-tools latest Podemos echarle un ojo Gracias Pedro,
232431,Alta usuario en jira,Hola Me podeis ayudar a dar de alta en el jira a Carlos Carazo Cepedano carlos.carazocepedanotelefonica.com. Cuando intento añadir un usuario no me aparece en el desplegable de usarios de jira. Gracias y Saludos Susana,add-jira-user
232427,GITHUB Alta del usuario carlosrosadomoral en el team P,Hola buenas tardes. Necesitamos dar de alta a la siguiente persona en la organizacion de Telefonica en Github Nombre Carlos Rosado Moral Email carlos.rosado.exttelefonica.com Usuario Github https github.com carlosrosadomoral Esta persona entrara en el Team de aura-cognitive https github.com orgs Telefonica teams aura-cognitive members Muchas gracias Paulo,add-github-user
232419,Re Networkgroup permisos máquina scripts infoblox,Hola Ã�lvaro La maquina la administra EPG. Les pongo en copia en este correo para que lo hagan ellos. Un saludo. â firma-iniciativa-network-magb De networkgroup-bouncestid.es mailto networkgroup-bouncestid.es en nombre de Alvaro de la Cruz Fecha jueves de agosto de Para networkgrouptid.es mailto networkgrouptid.es CC dsn-engineeringtid.es mailto dsn-engineeringtid.es dsmc.adv.dsninfratid.es mailto dsmc.adv.dsninfratid.es Asunto Networkgroup permisos maquina scripts infoblox Buenos dias compañeros de redes. Por favor cuando podais dadle permisos a nuestro nuevo compañero de dSN para usar la maquina que tiene los scripts para usar infoblox dev-eng-dns- .hi.inet IP . . . . Su usuario es jrg . Muchas gracias de antemano. Un saludo. Ã�lvaro de la Cruz Paissan â �alvaro delacruzanadat.es mailto alvaro delacruzanadat.es Parque Empresarial Rivas Futura C Marie Curie Edif. Beta - Madrid www.anadat.es http www.anadat.es Disclaimer Email De manera general ANADAT CONSULTING S. L. garantiza la adopcion de las medidas necesarias para asegurar el tratamiento confidencial de los datos de caracter personal y le ofrece la posibilidad de ejercer su derecho de acceso rectificacion cancelacion y oposicion al tratamiento de sus datos personales en los terminos y condiciones previstos en la propia LOPD a traves del correo electronico rrhhanadat.es mailto rrhhanadat.es . La informacion confidencial que pudiera contener este mensaje esta destinada para ser leida unicamente por el destinatario. Nadie excepto el podra leer usar publicar o reproducir el contenido parcial o total de este mensaje. En caso de recibir un mensaje por error por favor notifiquelo al remitente lo antes posible.,unsuspend
232418,Solicitud de máquina virtual windows,Hola Pertenezco al proyecto Onlife Networks y necesitaria una maquina virtual windows para poder trabajar con las aplicaciones de office. Gracias Un saludo Helena Carbajo,crearmaquinavirtual
232408,Re Solicitud licencias GitHub para migracion de proyectos,Hecho De Miguel Garcia Longaron Enviado jueves de agosto de Para GONZALO FERNANDEZ RODRIGUEZ EPG Cc Romano Piccio-Marchetti Prado Miguel Villacorta Pedro Gomez Ochoa Asunto Re Solicitud licencias GitHub para migracion de proyectos Hola de nuevo Comento los usuarios que hemos dado de alta con Borja alguno mas de los que se solicitaban en el correo original y en que equipos se han añadido Â� Antonio Juan Querol o Usuario https github.com anquegi https avatars .githubusercontent.com u v s https github.com anquegi anquegi Antonio Juan Â� GitHub https github.com anquegi github.com anquegi has repositories available. Follow their code on GitHub. o Teams paths license security portals Â� Manuel Bustillo o Usuario https github.com bustikiller o Teams paths license security portals Â� Javier Fernandez o Usuario https github.com jframos o Teams paths license security portals Â� Julio Jose Garcia Perez o Usuario https github.com juliojgarciaperez o Teams paths license security portals Â� Gonzalo Gomez Heredia o Usuario https github.com anquegi https avatars .githubusercontent.com u v s https github.com anquegi anquegi Antonio Juan Â� GitHub https github.com anquegi github.com anquegi has repositories available. Follow their code on GitHub. o Teams paths license security portals Â� Miguel Villacorta o Usuario https github.com https github.com anquegi spairbierzo o Teams paths license paths como maintainer Â� Romano Piccio- Marchetti o Usuario https github.com rpiccio o Teams paths license paths como maintainer security portals como maintainer Romano cuando aceptes la invitacion ve a https github.com orgs Telefonica people busca tu perfil y ponlo como Public Saludos Miguel De GONZALO FERNANDEZ RODRIGUEZ gonzalo.fernandezrodrigueztelefonica.com Fecha viernes de agosto de Para epgtid.es epgtid.es CC Romano Piccio-Marchetti Prado romano.picciomarchetti paths.com Miguel Garcia Longaron miguel.garcialongaron paths.com Miguel Villacorta miguel.villacorta paths.com Pedro Gomez Ochoa pedro.gomez paths.com Asunto Solicitud licencias GitHub para migracion de proyectos Hola Hace poco os envie un correo solicitando la asignacion de licencias a personas de Mobile Connect para la migracion a GitHub. El otro dia os pase una solped a mi nombre con licencias creo que las identificamos como CTO- Paths o algo asi. En este caso vamos a migrar otros proyectos de ciberseguridad y me gustaria que por favor asignaseis licencias a las siguientes personas son todas de Telefonica Digital excepto Miguel Garcia Longaron que es de Telefonica I D y por tanto no consumiria licencia de la bolsa que hemos comprado. Miguel Garcia Longaron miguel.garcialongarontelefonica.com mailto miguel.garcialongarontelefonica.com -- Telefonica I D Manuel Bustillo manuel.bustilloalonsotelefonica.com mailto manuel.bustilloalonsotelefonica.com Javier Fernandez javier.fernandezramostelefonica.com mailto javier.fernandezramostelefonica.com Julio Jose Garcia Perez julio.garciapereztelefonica.com mailto julio.garciapereztelefonica.com Romano Piccio-Marchetti Prado rpicciogmail.com mailto rpicciogmail.com Miguel Villacorta miguel.villacortatelefonica.com. Seria ideal si tuvierais un rato tambien para comentar con Romano Miguel Garcia Miguel Villacorta y Pedro este ya tiene licencia las convenciones que teneis para crear teams etc.. Un saludo Gonza. Este mensaje y sus adjuntos se dirigen exclusivamente a su destinatario puede contener informacion privilegiada o confidencial y es para uso exclusivo de la persona o entidad de destino. Si no es usted.,
232407,Artifactory mvn- paths-thirdparty,Buenos dias Solamente un comentario. Necesitariamos tambien un repositorio maven para librerias de terceros que no estan mavenizadas y que ahora mismo tenemos en el rdParty del Nexus de Paths. Es decir necesitariamos tambien un repositorio mvn- paths-thirdparty Un saludo Romano. De MIGUEL GARCIA LONGARON miguel.garcialongarontelefonica.com Enviado jueves de agosto de Para epgtid.es Cc GONZALO FERNANDEZ RODRIGUEZ Romano Piccio-Marchetti Prado Miguel Villacorta Javier Fernandez Ramos Pedro Gomez Ochoa Asunto Uso de Artifactory para artefactos paths. Hola Borja Como comentamos el lunes tenemos interes en llevar los artefactos de paths al Artifactory de EPG sobre todo para no tener acceso a estos artefactos desde DCIP y en general uniformizar lo mas posible las herramientas utilizadas en CDO. Necesitamos repositorios. Para que te hagas una idea del volumen de informacion que manejamos creo que poco tenemos estos repositorios en nuestro Nessus Â� Gemas Ruby M Â� Snapshots Maven M Â� Releases Maven M Â� NuGet .NET M De todas estas cosas lo que mas me urge es subir las gemas Ruby para poder acceder a ellas desde DCIP y las de Maven tambien las iremos subiendo poco a poco entonces de momento podemos crear tres repos Â� Gemas en gem- paths Â� Maven o mvn- paths-snapshots o mvn- paths-releases Saludos Miguel Este mensaje y sus adjuntos se dirigen exclusivamente a su destinatario puede contener informacion privilegiada o confidencial y es para uso exclusivo de la persona o entidad de destino. Si no es usted. el destinatario indicado queda notificado de que la lectura utilizacion divulgacion y o copia sin autorizacion puede estar prohibida en virtud de la legislacion vigente. Si ha recibido este mensaje por error le rogamos que nos lo comunique inmediatamente por esta misma via y proceda a su destruccion. The information contained in this transmission is privileged and confidential information intended only for the use of the individual or entity named above. If the reader of this message is not the intended recipient you are hereby notified that any dissemination distribution or copying of this communication is strictly prohibited. If you have received this transmission in error do not read it. Please immediately reply to the sender that you have received this communication in error and then delete it. Esta mensagem e seus anexos se dirigem exclusivamente ao seu destinatario pode conter informaÃ�Ã�o privilegiada ou confidencial e e para uso exclusivo da pessoa ou entidade de destino. Se nÃ�o e vossa senhoria o destinatario indicado fica notificado de que a leitura utilizaÃ�Ã�o divulgaÃ�Ã�o e ou copia sem autorizaÃ�Ã�o pode estar proibida em virtude da legislaÃ�Ã�o vigente. Se recebeu esta mensagem por erro rogamos-lhe que nos o comunique imediatamente por esta mesma via e proceda a sua destruiÃ�Ã�o,
232405,Artifactory para artefactos paths.,Hola Borja Como comentamos el lunes tenemos interes en llevar los artefactos de paths al Artifactory de EPG sobre todo para no tener acceso a estos artefactos desde DCIP y en general uniformizar lo mas posible las herramientas utilizadas en CDO. Necesitamos repositorios. Para que te hagas una idea del volumen de informacion que manejamos creo que poco tenemos estos repositorios en nuestro Nessus Â� Gemas Ruby M Â� Snapshots Maven M Â� Releases Maven M Â� NuGet .NET M De todas estas cosas lo que mas me urge es subir las gemas Ruby para poder acceder a ellas desde DCIP y las de Maven tambien las iremos subiendo poco a poco entonces de momento podemos crear tres repos Â� Gemas en gem- paths Â� Maven o mvn- paths-snapshots o mvn- paths-releases Saludos Miguel,
232399,Re Solicitud licencias GitHub para migracion de proyectos,Hola de nuevo Comento los usuarios que hemos dado de alta con Borja alguno mas de los que se solicitaban en el correo original y en que equipos se han añadido Â� Antonio Juan Querol o Usuario https github.com anquegi o Teams paths license security portals Â� Manuel Bustillo o Usuario https github.com bustikiller o Teams paths license security portals Â� Javier Fernandez o Usuario https github.com jframos o Teams paths license security portals Â� Julio Jose Garcia Perez o Usuario https github.com juliojgarciaperez o Teams paths license security portals Â� Gonzalo Gomez Heredia o Usuario https github.com anquegi o Teams paths license security portals Â� Miguel Villacorta o Usuario https github.com https github.com anquegi spairbierzo o Teams paths license paths como maintainer Â� Romano Piccio- Marchetti o Usuario https github.com rpiccio o Teams paths license paths como maintainer security portals como maintainer Romano cuando aceptes la invitacion ve a https github.com orgs Telefonica people busca tu perfil y ponlo como Public Saludos Miguel De GONZALO FERNANDEZ RODRIGUEZ gonzalo.fernandezrodrigueztelefonica.com Fecha viernes de agosto de Para epgtid.es epgtid.es CC Romano Piccio-Marchetti Prado romano.picciomarchetti paths.com Miguel Garcia Longaron miguel.garcialongaron paths.com Miguel Villacorta miguel.villacorta paths.com Pedro Gomez Ochoa pedro.gomez paths.com Asunto Solicitud licencias GitHub para migracion de proyectos Hola Hace poco os envie un correo solicitando la asignacion de licencias a personas de Mobile Connect para la migracion a GitHub. El otro dia os pase una solped a mi nombre con licencias creo que las identificamos como CTO- Paths o algo asi. En este caso vamos a migrar otros proyectos de ciberseguridad y me gustaria que por favor asignaseis licencias a las siguientes personas son todas de Telefonica Digital excepto Miguel Garcia Longaron que es de Telefonica I D y por tanto no consumiria licencia de la bolsa que hemos comprado. Miguel Garcia Longaron miguel.garcialongarontelefonica.com mailto miguel.garcialongarontelefonica.com -- Telefonica I D Manuel Bustillo manuel.bustilloalonsotelefonica.com mailto manuel.bustilloalonsotelefonica.com Javier Fernandez javier.fernandezramostelefonica.com mailto javier.fernandezramostelefonica.com Julio Jose Garcia Perez julio.garciapereztelefonica.com mailto julio.garciapereztelefonica.com Romano Piccio-Marchetti Prado rpicciogmail.com mailto rpicciogmail.com Miguel Villacorta miguel.villacortatelefonica.com. Seria ideal si tuvierais un rato tambien para comentar con Romano Miguel Garcia Miguel Villacorta y Pedro este ya tiene licencia las convenciones que teneis para crear teams etc.. Un saludo Gonza. Este mensaje y sus adjuntos se dirigen exclusivamente a su destinatario puede contener informacion privilegiada o confidencial y es para uso exclusivo de la persona o entidad de destino. Si no es usted. el destinatario indicado queda notificado de que la lectura utilizacion divulgacion y o copia sin autorizacion puede estar prohibida en virtud de la legislacion vigente. Si ha recibido este mensaje por error le rogamos que nos lo comunique inmediatamente por esta misma via y proceda a su destruccion. The information contained in this transmission is privileged and confidential information intended only for the use of the individual or entity named above. If the reader of this message is not the intended recipient you are hereby notified that any dissemination distribution or copying of this communication is strictly prohibited. If you have received this transmission in error do not read,
232398,GitHub Haz pública tu membresía a Telefonica,,
232397,GitHub Haz pública tu membresía a Telefonica,,
232396,GitHub Haz pública tu membresía a Telefonica,,
232395,GitHub Haz pública tu membresía a Telefonica,,
232394,GitHub Haz pública tu membresía a Telefonica,,
232393,GitHub Haz pública tu membresía a Telefonica,,
232388,GitHub Haz pública tu membresía a Telefonica,,
232387,GitHub Haz pública tu membresía a Telefonica,,
232385,Problema en acceso a Openstack EPG para usuario colaborador,Hola Me comenta Javier Sanz Usuario TID jsb que no puede hacer login sobre el OpenStack EPG para el Project Un saludo David David Perales Ferrera Development Lead Manager Global Cloud Services Telefonica Business Solutions M david.peralesferreratelefonica.com mailto david.peralesferreratelefonica.com Distrito Telefonica Oeste building th floor Ronda de la Comunicacion s n Madrid Spain,add-users-to-tenant-kilo
232367,DCIP acceso a github.com,Hola parece que me ha dejado de funcionar la autenticacion al GitHub desde las maquinas de DCIP al bajarme el repositorio desde los jobs de jenkins. https dcip.hi.inet job m m-qa job component view general job update repos https dcip.hi.inet job m m-qa job component view general job update repos Podeis ayudarme gracias Abraham.,unsuspend
232365,PDIHUB Suspension del usuario caao,Hola Tras un periodo de inactividad en el PDIHUB debido a que estaba en un proyecto europeo que usaba repositorios externos necesito volver a tener acceso a PDIHUB debido a un cambio de proyecto. Gracias por anticipado. Saludos Carmelo Acosta. De BORJA MARCOS SUAREZ Enviado el lunes de febrero de Para CARMELO ALEXIS ACOSTA OJEDA carmelo.acostatelefonica.com Asunto Re PDIHUB INACTIVITY Hola Carmelo Si no vas a realizar actividad lo mejor es dejar la cuenta que se deje como dormant o incluso que se suspenda. De esta forma la licencia que tiene un coste elevado puede ser reutilizada por otra persona. Gestionandolo asi podemos hacer una especie de rotacion que ahorra mucho dinero al cabo del año. En el momento en que vayas a tener algun tipo de actividad no tienes mas que pedirlo y de forma inmediata te reactivo la cuenta. Lo unico que hay que tener en cuenta es que si no vas a utilizar durante unos cuantos meses tu cuenta en PDIHUB se suele hacer limpieza. Si este es el caso entonces tenemos que estar atentos a los mail para que no te la vayan a borrar. Si necesitas mas info no tienes mas que escribirme. Un saludo borja De CARMELO ALEXIS ACOSTA OJEDA carmelo.acostatelefonica.com mailto carmelo.acostatelefonica.com Fecha lunes de febrero de Para BORJA MARCOS SUAREZ borja.marcossuareztelefonica.com mailto borja.marcossuareztelefonica.com Asunto PDIHUB INACTIVITY Hola He recibido un email informando que mi usuario de pdihub caao ha sido marcado como dormant . El motivo es que ahora mismo estoy en un proyecto europeo ReCRED que tiene su propio repositorio de github fuera de pdihub porque la mayoria de los componentes son de fuera de TID. Me gustaria mantener activa mi cuenta de pdihub si es posible. Saludos Carmelo Acosta,unsuspend
232362,PDIHUB Suspension del usuario lauraf,Good afternoon Working in James Wykes team I used to have access to GitHub but it looks like my account was suspended cid image .png D C B. AC E Could you please help me with this Kind regards Laura Foulquier This electronic message contains information from Telefonica UK Telefonica Europe or Telefonica Digital which may be privileged or confidential. The information is intended to be for the use of the individuals or entity named above. If you are not the intended recipient be aware that any disclosure copying distribution or use of the contents of this information is prohibited. If you have received this electronic message in error please notify us by telephone or email. Switchboard Email feedbacko .com Telefonica UK Limited Bath Road Slough Berkshire SL DX Registered in England and Wales . VAT number GB Telefonica Europe plc Bath Road Slough Berkshire SL DX Registered in England and Wales . VAT number GB Telefonica Digital Limited Bath Road Slough Berkshire SL DX Registered in England and Wales . VAT number GB,unsuspend
232352,rpms de puppet no se generan,Hola Dentro del proyecto KDAF nos habiais configurado los repos de puppet para que generaran un rpm por cada entorno dev pre y prod cada vez que se pushearan cambios. Hemos visto que en los tres entornos dev pre y prod no se ha generado ningun rpm esta mañana a pesar de haber habido cambios. Segun una incidencia previa EPG del dia los jobs relacionados con esta generacion automatica son los siguientes https dcip.hi.inet job puppet job rpm job kdaf dev https dcip.hi.inet job puppet job rpm job kdaf pre https dcip.hi.inet job puppet job rpm job kdaf prod Revisando las ultimas ejecuciones de hoy vemos que las trazas muestran errores similares en todos los casos stderr Permission denied publickey. fatal Could not read from remote repository. Por favor podeis revisar la configuracion por si hubiera cambiado algo que impidiera su generacion Gracias Ana,Problem
232339,Podría tener acceso a DCIP,Buenas podria tener acceso a DCIP Mi responsable es Daniel Pous Montardit. Muchas gracias.,unsuspend
232336,Maquina Virtual Ubuntu,Hola En el servidor lte que cuenta con maquina virtual Ubuntu al acceder mediante VNC aparece el salvapantallas sin posibilidad de quitarlo lo cual imposibilita acceder a la maquina. Esta situacion ya ocurrio anteriormente para lo que tambien di de alta un ticket EPG Podriais solucionar este problema Muchas gracias Un saludo Elena,crearmaquinavirtual
232331,PDIHUB Suspension del usuario mmpi,Buenos dias Podeis reactivar mi usuario de PDI HUB Es mmpi Saludos y Gracias Firma TdE AVISO DE CONFIDENCIALIDAD. Este correo y la informacion contenida o adjunta al mismo es privada y confidencial y va dirigida exclusivamente a su destinatario. everis informa a quien pueda haber recibido este correo por error que contiene informacion confidencial cuyo uso copia reproduccion o distribucion esta expresamente prohibida. Si no es Vd. el destinatario del mismo y recibe este correo por error le rogamos lo ponga en conocimiento del emisor y proceda a su eliminacion sin copiarlo imprimirlo o utilizarlo de ningun modo. CONFIDENTIALITY WARNING. This message and the information contained in or attached to it are private and confidential and intended exclusively for the addressee. everis informs to whom it may receive it in error that it contains privileged information and its use copy reproduction or distribution is prohibited. If you are not an intended recipient of this E-mail please notify the sender delete it and do not read act upon print disclose copy retain or redistribute any portion of this E-mail.,create-wiki
232327,PDIHUB Problema de acceso del usuario afg,Hola A principios de mes se me desactivo el usuario de TID y entre otras cosas a mi vuelta de vacaciones he visto q he perdido el acceso al PDIHUB. Me da error en el login introduciendo mi credencial de tid. Mi user es afg Gracias. Alberto Flores Garcia Visualization Team Â th Platform -CDO Global Big Data - Telefonica Experience IS Telefonica I D Alberto.floresgarciaexperienceis.com,unsuspend
